,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43,sub 44,sub 45
0,-0.1,0.15020817781978052,-0.01108934650531396,-0.3836912648866811,0.1794041557081357,-0.2404771526255937,0.44913840558857576,-0.4130544453854921,-0.5121962555205885,-0.24739672652567027,-0.45894500183513726,0.03821068484729738,0.0066236813851891395,-0.05719680186432245,-0.3688980867844603,-0.15060004844660796,-0.04277800569363919,0.5039957732992584,0.02735023377181928,-0.10466293960847832,-0.07010654221985319,0.3649087971911373,-0.21502138625477146,-0.1581906864138735,0.04068654318943433,0.3084672105146777,-0.23428744214519254,0.10978885541137612,-0.05369716081100103,0.11654179852449788,0.19294940590266874,0.41581702644515756,0.018369348545029703,0.2031119124376868,0.05137864741783569,0.4904688438777049,-0.15884588695981927,-0.10756677686648242,-0.1532798799120452,0.03275409401883694,-0.8073432724776143,0.3092866668950973,0.2857208423504112,-0.26178152840930513,0.06736374301655311,0.10728576901705583,0.28635724250721334
1,-0.096,0.14978648606817596,-0.03107317646794387,-0.345865085978104,0.165326438706066,-0.2131826327106012,0.37886611127841463,-0.44418545546820276,-0.5139218050417327,-0.1949737908772285,-0.4024955123058802,0.02307438980567192,0.016622117260799967,-0.04133303823860608,-0.3386627691656299,-0.12518200758905781,-0.04507329522859353,0.4616329029024669,0.017081181398071466,-0.10888509560167313,-0.06545566634107494,0.4293831904374934,-0.1961232454965747,-0.1667281720345254,0.04083148629060277,0.2487058481029799,-0.23732306563921987,0.06963340874462366,-0.06077655293495774,0.08839501110839033,0.24213108266958358,0.41790204391805824,0.06553902802734426,0.17034952180421395,0.08751876307795699,0.461082666245124,-0.16237228326762584,-0.10065702089335457,-0.11998793086256138,0.03882029356582965,-0.9363501568486235,0.30781897345327464,0.3150818476918092,-0.23941078260137685,-0.012963643568380631,0.08416522298052385,0.2934772519492446
2,-0.092,0.14227263652535782,-0.06074963577769774,-0.2941441599547168,0.15426788065158978,-0.18776876376606613,0.3016950168010046,-0.46490860218963914,-0.5128065494728502,-0.14792965033636887,-0.3375497329437523,0.012445850912958198,0.028726550394127734,-0.023071676060974752,-0.30428778089237074,-0.08846734534530926,-0.05072686075000146,0.41103893452033313,0.004725598966796056,-0.10790519089270798,-0.0566075752904197,0.4812542316711393,-0.17061044074542384,-0.17607014513530514,0.038614837350812045,0.1841238056518838,-0.2383814706567557,0.04143407984710351,-0.06721441805472221,0.055114352472990596,0.271637862888646,0.390222711675578,0.10837511525315822,0.11828935233362052,0.13594468832307394,0.42580306640512583,-0.15419861348469596,-0.09716242168684831,-0.0842040164023265,0.050381872768373,-1.0303351925526107,0.296339131982229,0.33525577953771213,-0.2102547524802678,-0.09312261098100187,0.05824463967208965,0.2892833384131882
3,-0.088,0.12727505487236396,-0.09909848059912812,-0.23133914971479744,0.14738357183090073,-0.16440956908006943,0.21980877921019282,-0.4724057590942573,-0.5072151923484622,-0.10836638173018988,-0.26542698235225687,0.006751984565130299,0.040797660152408134,-0.00292335549623143,-0.2667771128032978,-0.04506386412779379,-0.05852264492196531,0.35244975945572776,-0.007622340541797729,-0.10117373823553827,-0.045191652266684174,0.5157517984272015,-0.14127354685127516,-0.18489810091492578,0.034529111172873286,0.11814856912718787,-0.2359661758902413,0.02810593104374181,-0.07042105296546541,0.018367950176297852,0.2807362900756243,0.33525549402629673,0.14336407032561302,0.05089523917079005,0.19244567040689758,0.38856200723307793,-0.13532167440191598,-0.09677857369481556,-0.04817780607807468,0.06643060804263413,-1.0842646310239006,0.2753714330356944,0.34412527186422875,-0.17589933532843918,-0.1658710844396362,0.031997599394751615,0.2717342395526447
4,-0.084,0.1048474459112872,-0.1441394313270265,-0.16137066541423026,0.14515892175451736,-0.1427416257991976,0.13732179225222493,-0.46477010455292733,-0.49545059388746115,-0.07750489264251555,-0.18844491833366162,0.005968101725472536,0.05075127254893999,0.018440104887269593,-0.22662441294696636,7.844781152961642e-05,-0.06693940394240468,0.286775788828627,-0.018281002457903515,-0.08840727226388664,-0.03292938805329779,0.5291645377148819,-0.11137625261391475,-0.19164335751463973,0.02923988552635096,0.05437145479668675,-0.2285683319770252,0.030575722444993424,-0.06838995734825784,-0.019772458511026554,0.2694765356432846,0.2574725399203168,0.16779470962815088,-0.02667523172003369,0.2517990748025655,0.352459376145113,-0.107673367173216,-0.09867780022247995,-0.014218472158442687,0.08551817173718033,-1.094607218667124,0.24582621552022435,0.3421054621480659,-0.13830482709567257,-0.224815891299494,0.00790529166659549,0.24009423299767307
5,-0.08,0.07564418795291215,-0.19319439619230935,-0.08891473380131572,0.14773365991256335,-0.1221496909206111,0.05753917852781996,-0.4409528212017965,-0.4761217677006271,-0.05508152898775226,-0.10955567750485704,0.009567116763996584,0.05693927578717186,0.04027212960338535,-0.18442646371751284,0.04215141470725656,-0.07441508918179984,0.21539002826150672,-0.025910890370414007,-0.0697982084013158,-0.021461194746139094,0.5191141059200529,-0.0839953364315674,-0.19495051266923677,0.023351228722069402,-0.003963431555768578,-0.2148341037468691,0.047915944304069556,-0.059500753005133036,-0.057097025704331505,0.23926403775581387,0.16267539373269924,0.17956574614952256,-0.10858172707389344,0.30813114094242916,0.31986926123545484,-0.07376381531883194,-0.1016824771541031,0.015428269813305634,0.10648002256350653,-1.056026110661752,0.2090729139391009,0.3304182639011039,-0.09970899839341649,-0.265049459084753,-0.011782289390661584,0.19500355069358288
6,-0.076,0.04076206266339307,-0.24310116954210756,-0.018719554304859488,0.15410734965442158,-0.10191251711993662,-0.017004285099922144,-0.4011297420903436,-0.44884654027779824,-0.039926991837356825,-0.03162447399454388,0.01665873315121696,0.05816822075478845,0.06158020821964472,-0.14037378717216858,0.07699557650870531,-0.07961171186172171,0.1403380094404798,-0.02946280172948369,-0.04627883271451348,-0.012097004591979125,0.48479372528831444,-0.06183157507017383,-0.1934668834874915,0.01744863562874405,-0.054246873544019636,-0.19351836370398803,0.07731188002268873,-0.04243411007985708,-0.09156464119225483,0.1926529898106122,0.057906045230571065,0.17773918855983095,-0.18875706206848683,0.35547981390978384,0.29164278113914704,-0.0365403004193412,-0.10448342547903064,0.03881342282108256,0.12806557806859348,-0.9646091175923904,0.16649039689393322,0.3089459524337484,-0.062409331774686036,-0.28336769615253965,-0.0252726214435387,0.1384532300886124
7,-0.072,0.0018645479168590538,-0.2899476066728738,0.0450210194279833,0.1627799592896866,-0.08114527897303472,-0.08474620788797381,-0.3464966158389639,-0.4134203340671608,-0.03093132318362288,0.0426242379044084,0.02596364135163433,0.05361873715633109,0.08111648000045435,-0.09484374163017796,0.10130477452745389,-0.08099502795805967,0.06417485092242524,-0.02833479066554679,-0.018990516196467303,-0.005697208780225922,0.427019860556148,-0.04669985466910335,-0.1861197665100717,0.012020282109849479,-0.09455885169719866,-0.1638538494934243,0.11458197103700765,-0.016941746249910506,-0.12129530014163643,0.1330842590480636,-0.04921665088330713,0.16236362766251566,-0.260942174929585,0.38837094638511904,0.2674569899732994,0.0009529081398839384,-0.10560667179167424,0.054463999369216906,0.14855072961751523,-0.8233617982478605,0.11974258291463391,0.27714915664539475,-0.028399931471956814,-0.27853017829200055,-0.03148469833025944,0.07366949758533341
8,-0.068,-0.03914340869197212,-0.32941188336124255,0.09890013259908446,0.1716767044567535,-0.05919460317140485,-0.1431267230028029,-0.27911434378826666,-0.3694283593414076,-0.02687915579128793,0.11017577720275197,0.03601743127977737,0.04336558626247251,0.0976018928038535,-0.04831678566179349,0.11315520012774673,-0.07791424140732763,-0.010219624940931664,-0.02253287732074265,0.01045829729048946,-0.002644366114937304,0.34832905668070435,-0.03984241051958978,-0.17232940338356234,0.007376095267595002,-0.12374813632707615,-0.1260404484653437,0.15439422975045644,0.01606838877281604,-0.14465873528229367,0.06474799584967633,-0.15102220069445027,0.13462917605472383,-0.31959673399631466,0.40242355792298257,0.24579213785011694,0.035681724663247365,-0.10374030152371204,0.06164934858041868,0.16545128438245368,-0.6423898007532894,0.07057496179733226,0.23580610215618827,0.0006573769013542263,-0.25142012512787376,-0.03014314430084995,0.004698767980212585
9,-0.064,-0.08001834764668012,-0.3572149382378633,0.14014522763348902,0.17854476356730292,-0.035538916489351195,-0.18871862843889062,-0.20204600240418152,-0.3167880990378884,-0.02635496107161661,0.1676609170804364,0.04538878867960767,0.027946706627760914,0.10983619900406659,-0.001388727790150912,0.1121246241471706,-0.06974708289732662,-0.0798583828494288,-0.012473254610229877,0.0401609007631534,-0.0027542347853324184,0.2525144409055096,-0.04127863619881042,-0.1518911290439172,0.003623462030731306,-0.14146614798758547,-0.08114654469333434,0.19097673398802031,0.054860187433040254,-0.16016362359743336,-0.007869288951277911,-0.24052775661692882,0.09690566186066471,-0.359967239278772,0.3944953561487339,0.2243637775387292,0.0651195552369098,-0.09764685264760435,0.060241631689003775,0.1764603549088014,-0.433079334800352,0.020644077064100774,0.18801780825466335,0.023623106917677234,-0.2047476224502315,-0.02181958381340218,-0.06403317549422415
