,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43
0,-0.1,-0.08300787815800792,-0.3040164434376981,0.5359450710678058,-0.32667146579568246,0.08667871204455406,-0.04596860190623426,0.03856200118459445,-0.03178600003173417,0.18507800502088945,-0.044252694192185645,-0.009489138472043216,0.30735046827675966,-0.16548538501755572,0.4900875164572147,0.09699897945787118,0.08232439397329258,-0.3922360033767095,-0.06637202408596246,0.07934180973764343,0.2575029399393983,-0.21168045160315588,0.2578763695408079,-0.03722849669134082,-0.011908906099609847,-0.010136911899350882,0.11683238704558581,-0.027631784478988435,-0.04288593334181919,-0.021711172668854715,0.4508039278401434,0.4685767739310937,0.38120377509316733,0.6728455068337681,0.004818575880476049,-0.42286717259318196,0.0061316430903511285,0.14156402178067368,-0.10728687132463068,0.01275905202420513,0.07570847744632835,-0.05101924238410568,-0.8692372068463395,-0.15481226989467087,0.11705597011779192
1,-0.096,-0.06521209004872773,-0.2983396227550137,0.5139320781122783,-0.31801878211944695,0.05974233238676365,-0.03588762156180495,0.020839956145637818,0.06674132613443595,0.19528125706004373,-0.029722408604850883,-0.017309483176366776,0.267511262840326,-0.17259621347704315,0.4072431850192666,0.09914535682690373,0.07745169674634984,-0.3948593054085736,-0.058652243534383745,0.049027662103718055,0.22784650604373993,-0.1996246735872293,0.2395943375175822,-0.031499975098112254,-0.010131413642650605,-0.011612749217169156,0.09638991587770868,0.008627899904108524,-0.05833892827405391,-0.0291630626844288,0.44148716923180076,0.4851457052155668,0.28957217845958255,0.643942069878477,-0.008500705740492076,-0.4036897008495083,-0.020688774035438527,0.13348989960863722,-0.10912466927065598,0.00044038812949918465,0.05402746725391755,-0.0551021695842589,-0.842011233068874,-0.13395484435237764,0.12992473263800344
2,-0.092,-0.042952822981628266,-0.2829024543833584,0.48647346081547693,-0.31276458764146536,0.02866428516599267,-0.027003429814046902,0.0036083011107950094,0.1564052486537544,0.20118566557199485,-0.014345856687435722,-0.02449196578462072,0.23142209760823923,-0.17612679476741122,0.3147012529137234,0.09724630924227019,0.06904735836930015,-0.3966372460797592,-0.04722411313337032,0.019318834074343278,0.19070826872348942,-0.18327799937468325,0.22400184119618274,-0.025366349010244833,-0.014093996873109646,-0.016723215382868892,0.07614292647913404,0.042797097101018054,-0.07337468854138511,-0.04854492719675932,0.42548807161654617,0.46183792785278777,0.2077119276621627,0.5885610906584818,-0.02068144223090044,-0.3842001623968802,-0.04452794036807576,0.12331020376357345,-0.10896367050382769,-0.007385322235417547,0.02950867812357477,-0.05817237031810369,-0.805482560663354,-0.11402904006846007,0.13179573824224872
3,-0.088,-0.017514966849486904,-0.25885640167797896,0.45344283285460063,-0.310986221709114,-0.00443915284340164,-0.018789832535366133,-0.012245642393029159,0.2345914667837557,0.2027526564291032,0.0012953461893627741,-0.03041927472157267,0.19897744358062341,-0.172474667078789,0.216782319084328,0.09183533492497302,0.05743605635976438,-0.39604163110934093,-0.032321042181285585,-0.0078177374454773,0.14804691863098557,-0.16327110698492292,0.21001110440153273,-0.018920753846834063,-0.023282870889163105,-0.023779033448580116,0.05602811424652083,0.07253478128137668,-0.08629308321389985,-0.07801361788848962,0.4024034263533285,0.4005474259970539,0.13721009188042937,0.5106162416160607,-0.030637288076305048,-0.36470446787208977,-0.06491929447174959,0.1118721177135122,-0.10697612240634971,-0.010695871926350622,0.00381070277836647,-0.059365551770533966,-0.7593485057849497,-0.09621725298007056,0.12187173874154736
4,-0.084,0.009352576853580374,-0.22780614795260454,0.41482954439698216,-0.31189518634794056,-0.03712959169131155,-0.01024261643455603,-0.025812081906531274,0.2992644775897115,0.20021519190970716,0.016534585394538018,-0.03448447663514917,0.1698529628650125,-0.1607207254250104,0.12000126238283106,0.08358496668221317,0.043347145140519815,-0.391534736489672,-0.014533791517832835,-0.030575121983490303,0.10224466506020516,-0.14046035302773596,0.19650100345773389,-0.012114376219248843,-0.03661442510951707,-0.030937664432080115,0.03606379579452859,0.09595130610230343,-0.09547600355252098,-0.11497557010695543,0.3720205772788779,0.30583304027554126,0.07901726724594753,0.41525860058513414,-0.037565664152733595,-0.3451599861281771,-0.08142732897505255,0.09978425603932947,-0.10313934107034681,-0.00964482206227717,-0.021336729111980188,-0.05800266867161805,-0.7035564126823305,-0.08162591791369256,0.10043005082893149
5,-0.08,0.035874873832900375,-0.1918220139854128,0.3708297009996804,-0.31373626498664053,-0.06689752245054478,-0.0014773775246285886,-0.03625890194897382,0.348519354942047,0.1930176073629359,0.03075767291188327,-0.03624373372620728,0.14357060915618408,-0.14403731587548405,0.028496324018212314,0.07324075752016447,0.027918279979699426,-0.381740517542824,0.005178494403590292,-0.04747598639622861,0.05593806569124944,-0.11583574474092026,0.18247488301790232,-0.00510572654319729,-0.05253683940886704,-0.03628638258170683,0.016223044401125306,0.11167492656156716,-0.09958495465578322,-0.156173242585488,0.3346081137156627,0.18467010563784775,0.03358569959819429,0.30849667213581433,-0.04071504601951035,-0.3251895115798846,-0.0936236335231617,0.08760446590230239,-0.09742599320566639,-0.004224894462098209,-0.04416881931246742,-0.05367100756304088,-0.6384381330117691,-0.07054857826562866,0.06873551333056482
6,-0.076,0.060152675573943416,-0.1531065519556819,0.32203639091570246,-0.31454067815051234,-0.09137193172127756,0.0066896388629994275,-0.04302538474209311,0.3809618607628119,0.18055707326438633,0.043534296858989616,-0.03542812042943988,0.11940488615613841,-0.12570695097273105,-0.05201162760267601,0.06152462500500494,0.012217958641672787,-0.36552717254064054,0.02567788152679997,-0.05759623888952477,0.011827559316090515,-0.09048064575617028,0.16712603285979447,0.00197557940500328,-0.06921193894775886,-0.03818552435995904,-0.0033060304242727443,0.11897857022635012,-0.09779420877974448,-0.1979072775670435,0.2907148538399608,0.045742149906562585,0.0007993352542360431,0.19676231119494234,-0.03970053998449102,-0.303791650143372,-0.10117101503813163,0.07575773593301535,-0.08980798956874905,0.00548271882408022,-0.06315021557629041,-0.04621486149910541,-0.5645770043575113,-0.06331027792795746,0.02888862660372667
7,-0.072,0.08061316792363973,-0.11356755107294719,0.26945611889944876,-0.31214289728896744,-0.10859622465121653,0.013768457331174058,-0.04571333945680554,0.39594805840953906,0.1628488834237139,0.054700682003358835,-0.03188377035468933,0.09656979469455683,-0.1052926174099718,-0.1187919604040886,0.04906099162858414,-0.0025539146825116457,-0.34208667602248966,0.045698041788953765,-0.06055522765637047,-0.02752191744638636,-0.06548245262420892,0.14986908685022582,0.008921446654889817,-0.08464963587780462,-0.03552634644453857,-0.022196615288302326,0.11789982762360429,-0.08973448551508689,-0.23632296556115115,0.24120683655753697,-0.10096746747075394,-0.020084860622688903,0.0864883123710927,-0.0345677758606686,-0.2799482493463484,-0.1039408702629481,0.06440236505801217,-0.08029893551405236,0.01881212623564321,-0.07702392082607439,-0.03582977116061394,-0.482847021674735,-0.05936243506316104,-0.01623327925179125
8,-0.068,0.09580352354188981,-0.07468613485863147,0.21423843632070505,-0.30429145987443795,-0.11715646991309071,0.020510154637382608,-0.04414116454899881,0.39373184423236746,0.14091455376396975,0.06411450898858788,-0.02561897918169286,0.07428225907291254,-0.08017867413600176,-0.16823280594372605,0.036412737428483534,-0.015434926777961218,-0.3109423095326766,0.06402841898732112,-0.05656372655299589,-0.059970519462625216,-0.04181005746113502,0.13033486381976062,0.015528499022798443,-0.09693329608396971,-0.027757546758961405,-0.04003100981326308,0.10900834220068929,-0.07560650888356614,-0.26764577867181993,0.18724926864695537,-0.2450641304873991,-0.030493048480383905,-0.01629333235367234,-0.025702932160365143,-0.252461426098046,-0.10199887987097007,0.05370705853509003,-0.06899621415221611,0.034462064118787085,-0.08496646826487607,-0.022984753791542592,-0.39435112598698263,-0.058136065695324604,-0.06310587023171024
9,-0.064,0.104812655341386,-0.03760340525366766,0.15756745184158646,-0.28855633438667244,-0.11641004922549865,0.027694614574694403,-0.038293550733802646,0.37520481052832205,0.11595433727377406,0.07155769282141115,-0.016946529186042048,0.05186762798527821,-0.05034537448250345,-0.20057261145694605,0.024033765019984273,-0.025498342790002113,-0.2720165351887143,0.07954449324286839,-0.046349341395346286,-0.08392785302571046,-0.02028193532077964,0.10837063372762458,0.021437700770445964,-0.10439299401152001,-0.014914231806379517,-0.056324495438744904,0.09351888791701098,-0.056129323740262076,-0.28857241146077706,0.13029397072445958,-0.37618039573383893,-0.03233569623371776,-0.10646610109508046,-0.013824633247688225,-0.2203178232959752,-0.09558130964320813,0.04366716877066917,-0.056199518785932406,0.05095455303521766,-0.08656345658463319,-0.008426914225912383,-0.30043067001267776,-0.05851726246837699,-0.1079172248442547
