,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43,sub 44,sub 45
0,-0.1,-0.032109265125683385,0.1238619859651401,0.06681585602514514,0.043274047676059045,-0.08018531117437187,0.23897405182363685,0.029713514224129628,-0.035458235942405124,1.8909872987078489,-0.06066098041743533,0.06889633997489561,-0.09954007625783182,0.08548277083847887,-0.09144381098068462,-0.08045562019033917,0.04957901361408196,0.009220333156587381,0.010858827053824033,0.01295802139002738,-0.02799228472034132,-0.008229778046737598,-0.0186833804124703,-0.023476256897084113,0.07875407005738039,0.09516088515204135,-0.022782304765838826,-0.01967030958020222,0.04857332804276432,-0.008753162305629817,0.18136780997937008,0.019882919300257953,-0.04563149761629414,0.08415415921406,-0.051676724387127206,-0.2503824003289893,0.024429456810246036,0.02142937666623481,0.08085368500840039,0.08893777411754149,0.04425894640907973,0.12083678582072632,-0.06576522460237696,-0.017596720211711752,-0.10310181213733483,0.05334846294987672,-0.10401352815685233
1,-0.096,-0.026775185297271454,0.08941780609314107,0.045110800666219725,0.024061308426766192,-0.06379635945346081,0.22598252929466603,0.03834501005861852,-0.015744302908431415,1.358697715101355,-0.06014523481161093,0.06046507539776515,-0.10665238799933219,0.06293582692947387,-0.09895713328172644,-0.09977174927941819,0.041177402218516124,0.00878826920476002,-0.006603811028489589,0.02220150733051291,-0.02514742551517228,-0.030182440393508134,-0.03006353227668076,-0.02926595043844553,0.08833986025302773,0.10220731203210486,-0.012886612838685797,-0.007945005143761098,0.04203376913815516,0.007256091458285526,0.16580343254102217,0.0742119851667555,-0.046685469732907506,0.10542467868395797,-0.04969052932108675,-0.23143151840068915,0.03887567364185557,0.0058642879185346825,0.08986639974346024,0.09615263421057606,0.0752158368145166,0.09939391372895956,-0.07001636887570693,-0.02241788157402603,-0.10705624035407664,0.07848995082469346,-0.09973277649481936
2,-0.092,-0.02105732149434744,0.04997573917238695,0.02655906088507759,0.004866952257562001,-0.04748101617855298,0.2057029913014906,0.048941846351929,0.0040290982253172675,0.7569593288572073,-0.05984868325439352,0.04919681674779517,-0.10834670043055775,0.040387944545026734,-0.1053066998423416,-0.11448982999202705,0.03147718975950481,0.006512832712376266,-0.021520411502837452,0.031029739138086328,-0.022893604965099016,-0.053689474814142935,-0.04047670599792137,-0.03413324714341092,0.0943428145946344,0.1041280350414543,-0.003577278415411657,0.0014578202524022294,0.03568124822459559,0.021059404619261146,0.14718938296757025,0.1171568275046015,-0.045542324104875166,0.12502815365782682,-0.045437129573959734,-0.20348983874192386,0.05133701404912717,-0.0077193495181288796,0.09563918566704387,0.10136330856355898,0.10172755300337352,0.0745724694243695,-0.07235292556586731,-0.026349561999863446,-0.10587314558026932,0.0973702035464506,-0.09521102690345956
3,-0.088,-0.015475879593059058,0.007726315780597945,0.012073966026553867,-0.013515203622977284,-0.03198513484236461,0.17970647661127503,0.060425310220263824,0.022579701434772708,0.11444980271530321,-0.05923871235397577,0.03581565695826043,-0.10446787716942217,0.019095152589441503,-0.10972960736116458,-0.12294944474985957,0.020764069829938454,0.002647499734052236,-0.0329579500990785,0.03842519922366883,-0.020852051743819672,-0.07712961557823572,-0.04923164478371742,-0.03783033464558457,0.09608681700938906,0.10077490244669186,0.0043947515724612795,0.007754981270825291,0.029785208709717192,0.03146993991247309,0.1261235360196242,0.14589877044626642,-0.042434283212373254,0.14085448506975085,-0.03931603672089605,-0.16858579177169755,0.060856765196822364,-0.01868187074618551,0.09771379887220151,0.10322223131034795,0.12066901156254788,0.0476900521557103,-0.07311676142796832,-0.029161030497508535,-0.09958952978057727,0.10843176780279364,-0.09028691275486128
4,-0.084,-0.01055914622831708,-0.03478424692823653,0.002092414598470951,-0.03024075168812362,-0.01797766879311145,0.15001513865836189,0.07165398191626168,0.03899618513107494,-0.5359629859378516,-0.05785827953318882,0.021205919140120193,-0.09519337445407648,0.00025704012066019656,-0.11135952741085911,-0.12417251222797854,0.009498448336836371,-0.0024039376549453927,-0.04037941553022755,0.04341162470867573,-0.018633709617778594,-0.09890101944759974,-0.055845797492252616,-0.04013850106716673,0.09321072403177465,0.09238182963120423,0.010504790135641418,0.010492179422764225,0.024594322109382536,0.037670325775245185,0.10336148839396449,0.1588540940007838,-0.03782955118695322,0.15101477900178992,-0.031875531220983355,-0.12911253119281826,0.0666571143788641,-0.026561356043005177,0.09590047159383037,0.10075685209363636,0.12898499161397722,0.020214887613373367,-0.06918190367475908,-0.030693693064346037,-0.08860900612009467,0.11075626495729618,-0.08480475675552493
5,-0.08,-0.006755019823368274,-0.07516136578634507,-0.0033904488327388717,-0.04435371700889014,-0.006044204696063577,0.11820033488356008,0.08144425587125455,0.05272262023335412,-1.1583862987993643,-0.05541075289229372,0.006364693933881624,-0.08105262922166857,-0.015060859823215528,-0.10929933807788565,-0.11744799466919527,-0.001684273830168794,-0.00810569358794614,-0.04354493070299746,0.04517554575847181,-0.01589259152943371,-0.11740019636471585,-0.05995584112643713,-0.04090137882950357,0.0856546305271357,0.0796350834746129,0.014358142041884793,0.009576863802824255,0.02021440731233537,0.03923435474831487,0.07970021948792509,0.1555052084401,-0.03226852523059864,0.15409196638035474,-0.023681131329339675,-0.08774145262750513,0.06826094656112894,-0.03100618579031181,0.09022760878786477,0.09360884353474096,0.12601089958367934,-0.0063039785780908564,-0.057751211169309154,-0.03085774365569416,-0.07364856687309344,0.10400787357972342,-0.07871469339481081
6,-0.076,-0.004420175657961537,-0.11113375952055049,-0.004693260779178278,-0.055137525665080005,0.003427333793358562,0.0857134205904494,0.08856623745099403,0.06323108069728987,-1.7119127748501264,-0.051552938366478326,-0.007777603867614967,-0.06293394288052319,-0.026106633367944606,-0.10288403912137165,-0.10299799963268381,-0.01235813041904965,-0.013882644070345928,-0.042647846509815644,0.043247709321387516,-0.012359544708742471,-0.13128243197358078,-0.06139851294437136,-0.040004343679452124,0.07365587426668874,0.06344348816737665,0.015834608595554155,0.005271443172071884,0.016645952468751675,0.036140556789509434,0.05588108754597957,0.13662713710220584,-0.026201969695636207,0.14920926257174488,-0.015320816061173914,-0.047020580535801104,0.06545618166944,-0.031970935235301444,0.08092711632232266,0.08189215417971288,0.11348740457402885,-0.030304779131459778,-0.04025835423093722,-0.029639761527024012,-0.05563312282643442,0.08864147737070838,-0.07204618509858711
7,-0.072,-0.0037601555962690617,-0.1404471440987465,-0.00236332551715089,-0.06210170905500968,0.010246686213383257,0.05404234889306665,0.09202360947310251,0.07012327556830675,-2.1588948925276865,-0.04581457901334333,-0.020343380355931105,-0.04190248342216858,-0.032506218864166624,-0.09177340736173176,-0.08149345176348924,-0.021974800017923492,-0.019103519903160008,-0.03827938841167201,0.037538317089402716,-0.007899323406533418,-0.13944311893991843,-0.06008312455114093,-0.03746988158284378,0.057822588569889366,0.044980445128847496,0.015095098126950845,-0.001867876884473443,0.01382451899295183,0.02878291856465986,0.032670068592400126,0.10412964164863785,-0.02017344567195098,0.13606711575754765,-0.007327496835634535,-0.009388690358296255,0.05836737940941547,-0.02959802201297742,0.06846643637836265,0.06573505861302488,0.09365598280173637,-0.050428633266703334,-0.02113712810449791,-0.027126273652300473,-0.03570945323565222,0.06579893537913133,-0.06481287382607011
8,-0.068,-0.004786211396986825,-0.1610639178183002,0.00276054260945242,-0.06495421978854814,0.014359035509138827,0.02491909424393824,0.09100789649005252,0.07342406958649894,-2.4695744623968485,-0.037751686592894754,-0.030623831069802245,-0.01916147510898692,-0.03424248953310741,-0.0759235205309236,-0.05426340346183076,-0.030092938560259894,-0.023302127962134704,-0.031212477436886654,0.02824146071827488,-0.002517734631856175,-0.14121803446898495,-0.05614191082293582,-0.03340122271902448,0.03909070268996825,0.025542043620831175,0.012418398318310155,-0.010991302613900588,0.011450962699338057,0.017973485072396492,0.010717297909173822,0.06094878108298494,-0.014562963869494898,0.11503435804305671,-0.0001520426940856149,0.02321922094109262,0.04737080365347039,-0.024360741219433865,0.053472592695044875,0.045481474921072164,0.06791660422416079,-0.06560883556291915,-0.0029409694369691517,-0.02348682957080254,-0.015129883613754927,0.0372541896541185,-0.05705834203602518
9,-0.064,-0.007345922947736533,-0.17134251303991094,0.009539077883090592,-0.06356435706634453,0.015916226982199418,-0.0004116021476717141,0.08495486011608594,0.07360882257908116,-2.6263728051020303,-0.02732915935245863,-0.03808969120675598,0.0038738263134298566,-0.0316754904855249,-0.05562954235269847,-0.023006402939267825,-0.036422019422876935,-0.026036307226031747,-0.022374090874609173,0.015892490147144958,0.0036269932733652616,-0.1362881594276405,-0.049828045759595686,-0.027950836565989696,0.018624775678249883,0.006396893654421897,0.008197823994007383,-0.021071104692008246,0.009348686480288398,0.004845379954525232,-0.009447260531050725,0.010774116702302357,-0.009587704844949514,0.08702337776307892,0.005865955311278254,0.049396758983683633,0.03314873231583779,-0.016851440161889077,0.036695031517643896,0.022007004460707198,0.03748151651157488,-0.07507617962069756,0.015360617329460653,-0.018917262062300898,0.004877590530811965,0.005153529806521516,-0.048840922478796886
