,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43,sub 44,sub 45
0,-0.1,0.19394510465243778,0.013421685126185075,0.047328338775803336,0.03503228183529915,-0.1064575158893931,0.14513869679394115,0.07834915971538627,-0.09470711841168138,-0.21110049671731704,-0.053929997110296446,0.03452161371086107,0.13186171784129963,-0.07959889953217944,0.21775321456973504,0.12571485930579968,-0.15736365831049276,0.11748738096457789,0.023413669727666106,0.03778679823878664,0.10945656439719353,0.026829808877888207,-0.22254545067132886,0.04093347628658595,0.018347694556439184,-0.01221645048871066,0.08566554991853613,0.18691779644125958,0.06791710179053236,-0.34578034464066454,0.20224724823093765,-1.6573054589294058,-0.019934379664576084,-1.9891449962641958,0.14747068511257036,0.07610757850431017,0.09941137202938022,0.05661979696843583,0.09128063758388859,0.20075042988057792,0.2531191532120974,-0.09087602492530053,-0.06628285975635864,-0.0030996215933910627,-0.1926640554250576,0.05718610750007074,0.03409328748923989
1,-0.096,0.1774279157071761,0.011970632733615597,0.052385548021894504,0.003912436706102237,-0.10803403325457367,0.16029457058887187,0.05191210913563212,0.0316801270955553,-0.21021414621927983,-0.07112279259464757,-0.010262255226235565,0.1266391964673954,-0.10184521522004916,0.2141797324479486,0.10320545085047766,-0.1538944840059213,0.11793694174851817,0.018618694652279267,0.03208250619495144,0.0881828076460347,0.0293970333814008,-0.21432428985561763,0.030759782531739242,0.010152225273503833,-0.015012898736523441,0.07985360596879325,0.1917017245892936,0.06254722677083374,-0.2497278336617932,0.2022293167136303,-1.5440916701153495,-0.015155345518422283,-1.6924575721872763,0.1427467824095295,0.07244660340651145,0.09185142981695253,0.05690943429813072,0.07647821913157095,0.18405915022217856,0.24536109764146175,-0.0495761368401796,-0.05331550245433684,-0.014636112700261798,-0.18860222183493808,0.04444531612608993,0.03708644046120525
2,-0.092,0.15262860166081121,0.012482780578258005,0.05468577731031726,-0.027720971797187872,-0.11018806800791409,0.1660890020601663,0.030741896721093592,0.15262825843668007,-0.20862608510599526,-0.08375683200333785,-0.055590056923455256,0.11892461501097674,-0.11997729660087594,0.20591962643030404,0.07332242674204997,-0.14747307775937332,0.11035806017143236,0.010557893015074675,0.02139641045195374,0.0628951695719783,0.03079925124705492,-0.20054523017790146,0.023332711558438673,0.00016989907652410869,-0.022115688305394187,0.0671564643831189,0.18067074755131257,0.054163976697311635,-0.1341957840403176,0.19574007835273521,-1.3055231127889595,-0.012620543920248127,-1.2569708868144776,0.13207983912858035,0.0680310680276544,0.07805349475956774,0.0564956069235776,0.059230633992346404,0.16017654919727878,0.2213606123827189,-0.006010321747721138,-0.03959639235832532,-0.02718005710772136,-0.18442092835339632,0.029591095998659084,0.03241904236138974
3,-0.088,0.12089660599875611,0.015557465053983373,0.054055633490786924,-0.05763521916038178,-0.11205518329539164,0.16304445542657034,0.01669707502631089,0.2599411180779841,-0.2049135773149712,-0.09073847322574874,-0.0986226480841548,0.10834784103700303,-0.13247180949816278,0.1930969957023127,0.038490748280303265,-0.1385077442240153,0.09531934091991007,-0.00018649195319892867,0.007325903473643999,0.0349776206148512,0.03029202903093681,-0.18128186744594627,0.01896645629814326,-0.010844549661636506,-0.03250027023038676,0.04798262464958136,0.1539766281493085,0.04348172069761393,-0.007992524411057822,0.18257235450554524,-0.9580481079309011,-0.01241757485173534,-0.7139952480549959,0.1163948679106278,0.06339243533333155,0.05882016929565584,0.054663730417311374,0.04071950346845543,0.13042761573978062,0.18186725265205586,0.037286327007168954,-0.026289516016816086,-0.03992336751272598,-0.18067744661561724,0.013896024568046188,0.019783175797789678
4,-0.084,0.08404381741772493,0.02153646771885391,0.050521763117057916,-0.08362088042671116,-0.11272853440642445,0.1524378492838242,0.010953625848907349,0.3469083346292358,-0.1976370303360597,-0.0915262494814889,-0.13660854222239022,0.09479361963745303,-0.1380933107107746,0.17595212451954384,0.0015337704605501697,-0.1274133469397986,0.07398840480344604,-0.012791008543581641,-0.008466583812001119,0.006182372210620087,0.027437544085484163,-0.15688298914398466,0.017712991134997413,-0.021975636954654633,-0.04480070014155652,0.02318389955303119,0.11314535598794034,0.03133788922166387,0.11947094852563786,0.16302618195448856,-0.526010942880871,-0.01446934272790362,-0.1025986091571512,0.09701584447776539,0.059084348691548556,0.03535029626704298,0.05081980476407241,0.022243908495916752,0.09676490788365895,0.12815083656617632,0.07773599451419728,-0.010895174376191709,-0.05197248126167709,-0.1776412184233076,-0.0014088787922675343,-0.00021184022455677463
5,-0.08,0.044304725124861034,0.030092889942699718,0.0443652117183795,-0.10367621662162962,-0.1112874996306765,0.13539827746322694,0.01387398772174729,0.40850198893575135,-0.1862924409342482,-0.08620830520601128,-0.16710494732618167,0.07843750009246088,-0.13600405136981478,0.15485511322823578,-0.034558267772300415,-0.11450785781769673,0.048023681505930824,-0.02630773975322622,-0.02437003705568214,-0.02152988389243323,0.02208615795966267,-0.12791027032705404,0.0193820587212551,-0.032237615452741286,-0.05740920327282014,-0.00586972675765642,0.06104074257333527,0.018646990147699723,0.23881762107985913,0.13784914824549455,-0.03992776195027052,-0.018538793145178353,0.5333012149689547,0.07551179665972173,0.05556199989903988,0.009213966772530887,0.04452713226558157,0.005123845473724458,0.06175202264077113,0.0639546306970256,0.1129048948427448,0.008943340932537014,-0.06241948998589379,-0.17523840947554953,-0.015228614956801886,-0.02610713435047669
6,-0.076,0.004118811195734177,0.04039493827015702,0.036196243425365114,-0.11629891998535181,-0.10687322916729076,0.11326794145577544,0.0249133774263637,0.4414341585710382,-0.17095555938038084,-0.0752269356258378,-0.18818170575549065,0.05971720803416863,-0.1259242193400839,0.13025637139518587,-0.06686597388675364,-0.10002045592352947,0.019443381554290165,-0.03973509027845688,-0.0389204551980227,-0.046186340267268984,0.014398388039535326,-0.09519790526873036,0.02350484924424339,-0.040642319825459815,-0.06860226314597738,-0.03740601921300987,0.0015991569533999736,0.006367997842237737,0.34137247665452247,0.1082823917163971,0.4657603146262256,-0.024238958225656068,1.1479975743174746,0.05359634417593998,0.05315335273991082,-0.01781772304685659,0.03562213820994437,-0.009471961800616472,0.02804488470293782,-0.0048263944158159384,0.14069480388158098,0.03174540994459888,-0.07035134946249416,-0.17306552168736497,-0.026702666516441365,-0.055698165647667386
7,-0.072,-0.03402278456090524,0.05148226824993924,0.026864956741267067,-0.12058796571555673,-0.09875955794807545,0.08774597915453695,0.0426608865404437,0.4444095902325076,-0.1517964086448477,-0.05917982586502624,-0.1985878502014591,0.03933773720902089,-0.1082017350898598,0.10266445625311586,-0.09279994645958531,-0.08414115426713528,-0.009573606787309797,-0.05207536318694488,-0.05088479571839413,-0.06599356462265374,0.004845496188437909,-0.05979790226217525,0.02939938995055342,-0.04631934373350286,-0.07674313172451418,-0.06940472432809076,-0.06051077233792582,-0.004599265501360829,0.4197987112419494,0.07586500629261052,0.955044803839814,-0.031018849310200335,1.6973774604191225,0.03277809198785697,0.052073407297147704,-0.04381791250380387,0.024206296286288623,-0.02059638308602722,-0.002189430091840012,-0.07236518661985455,0.15943577390755498,0.05285206707646818,-0.07500878346975332,-0.1703992402982585,-0.03526894678498397,-0.08629174850727714
8,-0.068,-0.06782246592109634,0.06237339576641005,0.017330747776908937,-0.11628653249864467,-0.08648857818749946,0.061132226806338966,0.06490866301421919,0.4183887336366804,-0.12853857515288472,-0.03891411918382492,-0.19782012591966677,0.01819993707417329,-0.08377754495067521,0.07263120837362853,-0.11031760436852796,-0.06709216884084651,-0.036872870285502374,-0.06236223229735766,-0.05934325755939556,-0.07952536580943716,-0.0058596887699591356,-0.023063284440874323,0.036186241623343836,-0.048579085287855914,-0.08051940722641218,-0.09972373556988769,-0.1203625713449906,-0.01352190596293821,0.468635284929797,0.04237273384368599,1.3930158291809531,-0.03823063929326299,2.141984507212453,0.014325489689905345,0.052459847502310725,-0.06687061012933711,0.010673394556628267,-0.02761890593431606,-0.027352756724604625,-0.13437512910345126,0.16807807732363278,0.0696506534196794,-0.07587778754419523,-0.166269252798458,-0.04070347021601109,-0.11494341400337635
9,-0.064,-0.09527724645323651,0.07199363281526414,0.008449924759480351,-0.10376395571661574,-0.06991883230172156,0.035418554291979855,0.08892385752569208,0.3664845396862026,-0.10127717237757487,-0.015746146148147736,-0.18614430294440285,-0.0026249752378639957,-0.05408738668943747,0.0408825145123771,-0.11813865156438054,-0.049047518229027635,-0.06051533717668667,-0.06975034020533244,-0.06367530780018321,-0.0858240529289334,-0.01679510665819828,0.013494916952139873,0.0428499365214761,-0.04700876825514863,-0.07907270698979543,-0.12617240919120734,-0.173187050933901,-0.019905487315339913,0.4846089140135521,0.009588382714579026,1.7483086933562029,-0.04514345814898046,2.449926739569771,-0.0009903666233625178,0.05422076513694945,-0.08528120159011691,-0.0042691994117145015,-0.030267902210384452,-0.046221501701831015,-0.18787299109794067,0.16623620789765303,0.0832481182452043,-0.07265359229906221,-0.15949476944502347,-0.04307504851213779,-0.13874007872181765
