,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43
0,-0.1,0.3070463903808179,0.5164895084843244,-0.8223418339020814,0.9692349853931936,0.2309286852154302,-0.08480324636608798,-0.11740758181845146,-1.10939234999404,0.1913273815646778,0.17645993644551974,-0.17308068016676786,0.1354943815158503,0.5293714492158667,1.9907418376033905,-0.11684699848757828,-0.26878534257758563,0.5482641674944987,0.14313703230177138,-0.674011954873138,-0.12264861515521466,0.11560849078648244,-0.735303085784634,-0.06134548751257785,0.061983310231504725,0.30619478709186515,-0.24582014671006974,-0.9562856318174638,-0.2091842537993675,0.4931330462610081,-0.18639994926208348,0.34151523689899604,0.32842360434657325,-0.20203854759503595,0.19256882994334862,0.440362471706312,-0.30756241744652946,-0.9493359260744734,0.005833891703648528,0.8697208764731099,0.18507664224303055,0.1300747771864561,0.247148226356052,0.21618507687584787,-0.4932421716766552
1,-0.096,0.290746530146935,0.44575417747223595,-0.8013662416508728,0.8759296331854894,0.23608513394941513,-0.020678518965795287,-0.19375814664112134,-1.1100198734021334,0.12195498028438892,0.2110688557207774,-0.19266145489472217,0.20937370412334058,0.522327069402887,1.5534278527167116,-0.1278883039223842,-0.2629242871351765,0.5461528312050444,0.13107993419618558,-0.6375762756904756,-0.08595448704130136,0.12309542709216657,-0.7501739227715974,-0.03031617157844207,0.040521573564259006,0.29844176058905403,-0.2082579271726777,-0.8722496697944035,-0.18338228402570936,0.5045605629572931,-0.12332108787911344,0.3419542167055401,0.2919672887608272,-0.13121806943489803,0.1730362159277577,0.4115769211044897,-0.26401048667525445,-0.9367783102974461,-0.011845079405103319,0.8272427333335926,0.06568519032151261,0.12660480005219743,0.2652001038139142,0.1762649798443978,-0.4428693762440228
2,-0.092,0.26700811257532875,0.3600243932275929,-0.781607074337468,0.7878056263051212,0.2359976570385494,0.03305542303715949,-0.24951886286875652,-1.1033412964033456,0.053878601835165435,0.2361183365435538,-0.20155586296145256,0.27038377431014843,0.5128544243759859,1.069953262032446,-0.13500087956484583,-0.2423819046218803,0.5197924074925211,0.11776618386205918,-0.6024528380401171,-0.04596986522231468,0.1223447807525906,-0.748108497821966,0.008246072894278186,0.02058640770469358,0.2834121136950651,-0.16260346998675163,-0.7745154446132723,-0.15351707779564241,0.48714284912815214,-0.06804491969029336,0.3091657115558336,0.2618095991577063,-0.09416709436336555,0.15310177185489496,0.36133400668015275,-0.22146852546653736,-0.9076959732644082,-0.04237403579246137,0.7856935959112145,-0.05677723074678569,0.11908840455528667,0.27879480920661687,0.13121138459097711,-0.3862225638590325
3,-0.088,0.2367620027652765,0.2653524952154886,-0.7606918950920564,0.7066442501556933,0.23019984026449897,0.07389477357083049,-0.2819191924483997,-1.0876747037399241,-0.006945940345915666,0.2515551840502031,-0.19892260135867845,0.318088648055628,0.5020192302771738,0.5572657739300242,-0.13699513153282955,-0.20824277676448205,0.46960602629712084,0.10348178754999075,-0.5673255577552432,-0.003972275171229757,0.11443700702972524,-0.729847636990328,0.05103869400162732,0.002469334091250107,0.2610199762134277,-0.10993466221033206,-0.6662445349181502,-0.12052779471359011,0.44087884312318887,-0.02224266172718448,0.24490231342482635,0.23679844032417363,-0.08894861231594346,0.13336120840933957,0.2926418543261264,-0.18119309129672798,-0.8619312856538377,-0.08314609524980475,0.7430684723014382,-0.17723854368911318,0.10749706148943224,0.28610191520062167,0.08323027365496972,-0.32619073239621454
4,-0.084,0.20129798589875786,0.16806017459762274,-0.7358810023290764,0.6329809840198619,0.21849388787867866,0.10075025795712902,-0.28996632409014067,-1.0613692071994518,-0.05483414032269022,0.25748220018410417,-0.18475957197742504,0.35203378948514363,0.48845061312672305,0.036304211595161645,-0.13312282156204475,-0.1625911702344689,0.39766242545301295,0.08795926781945727,-0.5306371379482634,0.03855974557412853,0.10082654414359685,-0.6966671147153742,0.09440285831019093,-0.013679094191203549,0.23220881811475289,-0.05197020350765808,-0.5511264128263769,-0.08568854043178864,0.3677221080394745,0.012577364074518316,0.1529161076346313,0.21531805759424877,-0.11140741573022125,0.11440561513401346,0.2093196640374156,-0.1443000588982211,-0.8002830267368817,-0.13071778303452303,0.6972304516294444,-0.2904210080992396,0.09202975038723545,0.28583603719476747,0.03441256882169446,-0.26565199857333055
5,-0.08,0.1621368584261553,0.07412585889782596,-0.7043702956365623,0.5660828573299582,0.2008589459672857,0.11296133184785997,-0.2742563615378839,-1.0231695628830346,-0.08554732639604734,0.25425714655067344,-0.15985641255757366,0.3717167765060734,0.46973250814541356,-0.4698242916778108,-0.12304592280901044,-0.10825057779655893,0.30761441431258707,0.07091883053278554,-0.49079855699911124,0.07998502237758484,0.08329942126146166,-0.6500704996804564,0.13444473284705358,-0.02774897888576771,0.19840195183241605,0.00897276510943986,-0.4334462719436455,-0.0505484417953101,0.27169507844336166,0.03553355410153316,0.03942172600191775,0.19595898053838337,-0.155638321343575,0.09655411694775819,0.11595016871863661,-0.11165915103483436,-0.7241221816946053,-0.1810746153324407,0.6462975256731547,-0.3911462051537999,0.07314054692392577,0.277193475533398,-0.012925155207282619,-0.20735947032883484
6,-0.076,0.12090872098777121,-0.011175863135653762,-0.6636616132714044,0.5054341635990037,0.177487593644577,0.11051522445324198,-0.2371094861961573,-0.9719645319559618,-0.09622079952211561,0.24282506226846734,-0.12560732510788333,0.37689770836961733,0.44484762554881674,-0.9368013958034982,-0.10708092927584531,-0.04841579843140614,0.20438018707528818,0.05219547876978516,-0.4462785214497767,0.11848929457153706,0.06364007704390434,-0.5917577557947463,0.16761531604403263,-0.03967211043797235,0.16141745438030344,0.07012845586248498,-0.3173354954344894,-0.01677971464027071,0.1585596853268563,0.04608302350786412,-0.08761749739817258,0.17711762546709778,-0.21426132415796467,0.07992967359594581,0.01833091953236926,-0.08382081870352867,-0.6355584332984034,-0.22985017569417682,0.5886607291142643,-0.4747134432049363,0.05145850413018458,0.2596263822692702,-0.05670654565850923,-0.153190374397534
7,-0.072,0.07956192999589141,-0.08352785340581668,-0.6115397789430429,0.44943520146084426,0.14880422906761911,0.09503863104801423,-0.18222638271198296,-0.9070465154316728,-0.08621401264864985,0.2247338148970487,-0.08421063231234152,0.36739337571583486,0.4143328729886304,-1.341329026083831,-0.08601117714633706,0.013126612953676028,0.09384242845224615,0.03145291367432403,-0.3958549267471105,0.1523116495782985,0.04350745230721564,-0.5235224517341721,0.19080128750642286,-0.0493566027956992,0.12352076494934322,0.12830873947926566,-0.20680651279129666,0.01388180207885454,0.035417737717887816,0.04433317867753594,-0.2190744273370789,0.1575085244025222,-0.27911961234432925,0.06431301153057348,-0.07747955053867667,-0.06089969987124481,-0.5373446824524779,-0.2726852149954914,0.5227920912478777,-0.5370966715648782,0.027912231146499898,0.23312851726159065,-0.09509043355147065,-0.10434397406395693
8,-0.068,0.03991587946978379,-0.13976676803539617,-0.5460813870367139,0.3958494803110019,0.11553238347299395,0.0696194373819272,-0.11454246692529632,-0.8277437412983554,-0.05598690420913736,0.20141173382436645,-0.03823265190314033,0.34314886317605575,0.3780324873144813,-1.6624888122357777,-0.06101628618920719,0.07260757657330479,-0.017560901957180526,0.008660695613256162,-0.33875877635202806,0.17967665696892635,0.024158512579061223,-0.44715968852352184,0.2017118028151062,-0.0566749368679413,0.0868892620761394,0.1800977607302931,-0.10504350900927042,0.03988375188232869,-0.08962134276018273,0.03114593677843339,-0.3456618290909512,0.13592679917606426,-0.34185184851676986,0.04947945825357934,-0.16577472075557614,-0.04254302843552819,-0.4321057214740547,-0.30557362146014627,0.44736964265552676,-0.5750280106475517,0.003509348456873989,0.19819954173437043,-0.12670079727137182,-0.061399110023691944
9,-0.064,0.003716623786678837,-0.17814320702290348,-0.4660843264137238,0.3425428143728817,0.07870712926504181,0.038036906898250615,-0.03987778616484822,-0.7334654345894148,-0.007867019454273313,0.17390020628218356,0.009626791819923304,0.30460612029556194,0.3337612965627123,-1.884118362694768,-0.033582931344307794,0.12648846224789667,-0.12329473099549783,-0.01604525901733528,-0.27468193766796706,0.1989823885824916,0.0065528470004544,-0.36442979913595813,0.19908924647565154,-0.061419481979628515,0.05349784180084998,0.22220647715829656,-0.01446240438532408,0.06013559645722945,-0.20833777257310251,0.008080648341305282,-0.4579164705738692,0.11198540451186004,-0.3944997994219555,0.034935424687111825,-0.24158508209033505,-0.028060959928870262,-0.32291833248022533,-0.32527731838210744,0.36178556594414285,-0.5863049601437682,-0.020525428149352584,0.15568753938004348,-0.14996573686523787,-0.02419946688669524
