,Unnamed: 0,time,sub 0,sub 1,sub 2,sub 3,sub 4,sub 5,sub 6,sub 7,sub 8,sub 9,sub 10,sub 11,sub 12,sub 13,sub 14,sub 15,sub 16,sub 17,sub 18,sub 19,sub 20,sub 21,sub 22,sub 23,sub 24,sub 25,sub 26,sub 27,sub 28,sub 29,sub 30,sub 31,sub 32,sub 33,sub 34,sub 35,sub 36,sub 37,sub 38,sub 39,sub 40,sub 41,sub 42,sub 43
0,0,-0.1,-0.0131087662318928,0.1906505910661118,-0.0891836772229,1.286372166562414,-0.0160793337132677,-0.2392045516256086,0.0096820233628992,0.0779139633550015,0.0271663165658917,0.0608834870258641,-0.0304653418756992,-0.0127684269252672,0.1167539026551563,0.3946479568465948,0.0075409893834875,-0.0299712880390024,0.0480592134675672,-0.0245240172276744,-0.0847148728219912,-0.1546856353136781,0.009458455435905,-0.2432538222716584,0.0074806678739784,-0.1250802186671563,-0.0368176708566705,-0.0728483426027532,-0.0761400220145006,-0.0128933404628548,-0.5414180636840622,-0.122088876594756,-0.9828378147995424,0.0187474436590172,-0.7954390759392144,-0.0478696862964161,0.236193765565139,-0.0600766573612697,-0.0895889108222369,-0.0356574406077303,-0.0081473282326964,-0.4970252872277216,0.0219677265834451,0.1779201820989867,-0.0122939670032257,0.1172067019120025
1,1,-0.096,-0.0192824125994766,0.183654387939135,-0.0825081778307598,1.128186989785283,0.0056596023907092,-0.2624717269405931,0.0165109324196936,0.0516316720407774,0.0351283960029762,0.0595146869474509,-0.0166418916408803,-0.0143838321001517,0.1427207674505761,0.3573790560418238,0.0090460521308242,-0.0311583484792388,0.0631762438510041,-0.0145689900081062,-0.0799705688813687,-0.1317208818179106,0.0014615013372248,-0.2346134755154175,0.0061539199602321,-0.1215325359593287,-0.0321811218120075,-0.0761935111483204,-0.0870909681520464,0.0053853026469611,-0.3931188481468853,-0.1165282906797229,-0.9462613797391688,0.0647619901560972,-0.7031621193659012,-0.0329310424315433,0.225144724800958,-0.0454229447840893,-0.0842743654913663,-0.0327507925462901,0.0002162335729789,-0.540605117337716,0.0167940021244405,0.1947461778200539,0.0015590541950625,0.1066193744324953
2,2,-0.092,-0.025020719738037,0.1703367965928225,-0.0721676267098436,0.9613722849838544,0.0282258294421769,-0.2727151151847871,0.0204042943319213,0.0279172903918469,0.0429561934521271,0.0547943180844342,-0.0027563006072364,-0.0153334636054968,0.159774900499205,0.3114770851262746,0.0095822513596859,-0.0306669103056987,0.0770468806627013,-0.0062699478897811,-0.0703829927932953,-0.1064335278583513,-0.0051270876155843,-0.2237542468612227,0.0048401569509792,-0.1125651008900193,-0.0260959036633359,-0.0764827384548921,-0.0911901465530492,0.0222037682371895,-0.2174001843446847,-0.1066235904027649,-0.8340244280865259,0.104119341506699,-0.5625543835089147,-0.0187451622276308,0.2094459396793692,-0.0294484430151239,-0.0755118154610132,-0.0281381889482583,0.0075853290693514,-0.5611420010696534,0.0121666730969538,0.2010078599093021,0.0148451507234062,0.0931833725803327
3,3,-0.088,-0.0300568578471283,0.1514254141553344,-0.0585448875074254,0.7937170272571008,0.0499527235900911,-0.268732621341798,0.0214567478005065,0.0075549868315346,0.0500333011819207,0.0471197767959378,0.0104377395262426,-0.0152191294893941,0.1667180644121247,0.2583164161497822,0.0084401976755428,-0.0283496676150842,0.0884737532827022,-0.0004970706851373,-0.0566172978361231,-0.0804603562256046,-0.0103113127862608,-0.2097858821838411,0.0031975572653255,-0.0990286367404032,-0.0192511594985724,-0.0731762120495106,-0.088444127942791,0.0358912917129253,-0.0259321729572315,-0.0924026648904758,-0.6546001542211788,0.1339065147273367,-0.383440117150396,-0.0061380564030388,0.1896693448856355,-0.0128532197553921,-0.0639449351077572,-0.0223599660984847,0.0130751885974088,-0.5587811655605895,0.0079802532295816,0.1956786285154471,0.0263397787788259,0.0775986727413805
4,4,-0.084,-0.0341664198474018,0.1274548064383264,-0.042538963548523,0.6324930328353461,0.0691043065241355,-0.2507065881688043,0.0199596316790414,-0.0087447595966803,0.0559451425518906,0.0368476550221902,0.022220540430812,-0.0136899140661185,0.1630782840305505,0.1995629342657804,0.0050391618910683,-0.0242252891968661,0.0963862433734716,0.0021522159153423,-0.0396582033045108,-0.0555012557620336,-0.0141566873719623,-0.1920916297842999,0.0009032210846364,-0.0821018204267575,-0.0123976997700006,-0.0660123760885317,-0.0794826041894885,0.0450488994296227,0.1684247066737567,-0.0743003987844502,-0.4211653890317134,0.1518709585490834,-0.1782591825374016,0.0042232205926496,0.1665595764693614,0.0034996295604926,-0.0503243854304787,-0.0160894162416089,0.015977387529019,-0.5343339285334636,0.0040801455880225,0.1807624484190735,0.0349623570349645,0.0606853277528481
5,5,-0.08,-0.0371063237860111,0.0990343116643686,-0.0254374107576701,0.483748714059029,0.0840398024922489,-0.2196707336823736,0.0163652755329642,-0.0206410247474809,0.0597095305563585,0.0243421338708044,0.031953099124807,-0.0105227933089394,0.149194933819315,0.1374333040011225,-0.0009656974020652,-0.0185477704586088,0.0999545747467554,0.0014349413535244,-0.0207722565530397,-0.0331516032698123,-0.0166646673256545,-0.170333941352025,-0.0022606521802198,-0.0631682454264022,-0.0063138575147173,-0.0550178185898312,-0.0654696981812324,0.0486912093537159,0.3523981502883902,-0.053122705575038,-0.1507030414292407,0.1566041987815132,0.0387882331267482,0.0119256527119662,0.1407939868207345,0.018648760052986,-0.0355598416190155,-0.0100340423358895,0.0161706033652145,-0.4885563711654387,0.0002468204051236,0.1584013058893317,0.0399060892741736,0.0434199653075754
6,6,-0.076,-0.0386740190222483,0.0673412143381272,-0.0086244434576194,0.3524772528464664,0.09339969093637,-0.1769145419423826,0.0112228690732933,-0.0282186136728966,0.060188234148072,0.010270488478845,0.0391293143199519,-0.0056644316224161,0.1261124632677391,0.0744454342517774,-0.0096020341604507,-0.011756739700252,0.0986609847050289,-0.0025714603565038,-0.0013344829776145,-0.0147626655129152,-0.0178223934022315,-0.1445255204029434,-0.0064163264616938,-0.0437041780475021,-0.0016622615177648,-0.0405060718498321,-0.0479635500250265,0.0463896327340591,0.5132421685745094,-0.0300096954331114,0.1372331910499311,0.1477324384517119,0.2527426362381135,0.0168682943281538,0.1130997525238325,0.0316622663845666,-0.02061971082359,-0.0048403113236198,0.013954237671458,-0.423237109234091,-0.0037281772230197,0.1285309778940978,0.0406871840985538,0.0267631945684781
7,7,-0.072,-0.0386837827805265,0.0339969072809686,0.0065911545197073,0.2426977294652559,0.0962187488400069,-0.1245217017581517,0.0051218826888504,-0.0317399977644717,0.0567184104842685,-0.0043472448752412,0.0433296306670651,0.000731311507753,0.0954209780493798,0.0132791192663927,-0.0205173082227165,-0.0045705699583774,0.0923714682211551,-0.0094433400259868,0.0171953021300805,-0.0013133049551025,-0.0176038564198281,-0.1149984796930452,-0.011511332128571,-0.0251329343131888,0.0011068450142758,-0.0231342392154753,-0.0287736826613366,0.0382986055614222,0.6397975813659127,-0.0063303961623419,0.4219118913289723,0.1259417290700079,0.4489623044220422,0.0191733817849448,0.0841630557989019,0.0416995924067417,-0.0064855685569737,-0.0010287871882881,0.0095369373941611,-0.342408877169301,-0.0080206934447744,0.0903376504404138,0.0372023977379579,0.0115786165728723
8,8,-0.068,-0.0370286217275132,0.0005204254369883,0.0190322232776629,0.1565443704063736,0.0920804818418702,-0.0657363733571959,-0.0013698666018195,-0.0316045871697557,0.0497234019129881,-0.018477601013224,0.0443111315203193,0.0082953997504478,0.0591577720295564,-0.0437314521843162,-0.0330678697717071,0.002182566826004,0.081325652286174,-0.018430951138244,0.0334466564231057,0.00670162692342,-0.0160436304308535,-0.0824824487550597,-0.0173288780579954,-0.0087106505547298,0.0017504056772064,-0.0039333238759965,-0.0098367657633582,0.0251420125189189,0.7233536409114191,0.0163949330511832,0.68293987007175,0.092893794533468,0.6140991378780958,0.0192021024549837,0.0546876077231483,0.0481178405892259,0.0060226868122326,0.0010632399115726,0.0028872755291748,-0.2520582856951843,-0.0126912664614172,0.0452218302030674,0.0297190722860535,-0.0014127186226791
9,9,-0.064,-0.033656345581348,-0.0318886166999544,0.0276167237086091,0.0934195049147739,0.081147445798585,-0.0049143268676632,-0.0076969821452024,-0.0283099312836146,0.039910464428824,-0.0313705035101203,0.0420618359094071,0.0164662403736902,0.0197599072525042,-0.0945704264900508,-0.046329581961338,0.0076975340466397,0.0661132294868839,-0.0285162084737569,0.0462128716869051,0.009360927172437,-0.0131867398859071,-0.048007738233591,-0.0235231690129082,0.0045963031947791,0.0002392049814277,0.0158278958872734,0.0070298404439775,0.0081327425222241,0.7582851259755495,0.0366455839538587,0.9016523531581828,0.0511314502056197,0.7370601219416826,0.0174503594299597,0.0252870328554717,0.0505063105240317,0.0162030990386404,0.0013552812474784,-0.0058414362141549,-0.1579456740628951,-0.0177426559750486,-0.0025881083504524,0.0188633045597021,-0.0117136397261561
